date,title,description,sentiment,confidence
2025-07-17,BMO Capital Maintains ‘Outperform’ Rating on Intuit Inc. (INTU); Raises PT from $820 to $870,"With strong hedge fund backing and a positive analyst outlook, Intuit Inc. (NASDAQ:INTU) makes it to our list of the Top 10 AI Infrastructure Stocks to Buy...",positive,0.9525558948516846
2025-07-20,Xiaomi’s New Bone Conduction Earphones Are Built for Swimmers—Literally,"Xiaomi’s latest wearables drop has something most fitness earbuds don’t: a swimming mode that actually works underwater. Set to launch July 21, the Xiaomi Bone ... The post Xiaomi’s New Bone Conduction Earphones Are Built for Swimmers—Literally appeared first…",neutral,0.8907365202903748
2025-07-20,Promising Real Estate Stocks To Add to Your Watchlist – July 18th,"Charles Schwab, Bank of America, Wells Fargo & Company, Opendoor Technologies, and JD.com are the five Real Estate stocks to watch today, according to MarketBeat’s stock screener tool. Real estate stocks are shares in publicly traded companies that own, devel…",neutral,0.9506575465202332
2025-07-20,Comparing Viomi Technology (VIOT) and The Competition,"Profitability This table compares Viomi Technology and its competitors’ net margins, return on equity and return on assets. Net Margins Return on Equity Return on Assets Viomi Technology N/A N/A N/A Viomi Technology Competitors -16.77% -17.48% 0.69% Volatilit…",neutral,0.8780074715614319
2025-07-19,Traders Purchase High Volume of Call Options on JD.com (NASDAQ:JD),"JD.com, Inc. (NASDAQ:JD – Get Free Report) was the recipient of some unusual options trading activity on Thursday. Investors acquired 185,097 call options on the company. This is an increase of 162% compared to the typical volume of 70,759 call options. JD.co…",positive,0.7520759105682373
2025-07-18,"China Market Update: Hong Kong Higher, Regulators Comment On Instant Commerce, Week In Review","Asian equities ended the week largely higher overnight, as Hong Kong and Australia outperformed, while India underperformed.",positive,0.9277809858322144
2025-07-18,"Personalized Stickers Market Valued at USD 4.84 Billion in 2025 | Innovations in Materials, Printing and Applications","According to Towards Packaging consultants, the global personalized stickers market is projected to reach approximately USD 7.99 billion by 2034, increasing from USD 4.58 billion in 2024, at a CAGR of 5.73% during the forecast period 2025 to 2034. According t…",positive,0.9215266108512878
2025-07-18,Meituan Cries 'Irrational!' As Alibaba Escalates Delivery Battle,"Alibaba launched a 50B yuan subsidy war to boost Taobao Shangou, sparking intense delivery rivalry with JD.com and Meituan. - Meituan called the price war “irrational” as daily orders soared past 250M, raising concerns over long-term profitability. - Tim Melv…",negative,0.8743169903755188
2025-07-18,Meituan exec calls food delivery boom “mostly a bubble” amid subsidy battle with Alibaba,"In less than 100 days, China’s food delivery landscape has been reshaped by an intense subsidy war, with JD.com and Alibaba together pledging a staggering RMB 80 billion (around $11 billion) to challenge Meituan’s dominance. Meituan, which has responded with …",positive,0.6394948363304138
2025-07-18,‘Who killed love?’ A video game plays to male resentment in China.,"A popular and contentious game, Revenge On Gold Diggers, sheds light on misogyny, inequality and the feeling among many men that they are economic victims. Read full story",neutral,0.8638259768486023
2025-07-17,Bullish flow in JD.com with shares up 3.48%,"See the rest of the story here. thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",neutral,0.8697371482849121
2025-07-17,Philips launches the Evnia 24M2N5200X monitor with 610Hz refresh rate and 0.1ms response time,"The Philips Evnia 24M2N5200X is a gaming monitor specifically made for competitive performance, featuring a 610Hz refresh rate , a 0.1ms response time , and notable color fidelity with 99.8% sRGB coverage and VESA DisplayHDR 400 certification.",neutral,0.7883407473564148
2025-07-17,China Market Update: EV Anti-Involution Drives Gains As Biotech Breaks Out,"Asian equities had a good day as Thailand, Indonesia, and Pakistan outperformed, while India posted a small loss.",positive,0.9386425614356995
2025-07-17,BMO Capital Maintains ‘Outperform’ Rating on Intuit Inc. (INTU); Raises PT from $820 to $870,"With strong hedge fund backing and a positive analyst outlook, Intuit Inc. (NASDAQ:INTU) makes it to our list of the Top 10 AI Infrastructure Stocks to Buy...",positive,0.9525558948516846
